"REF_DATE","GEO","DGUID","Level of study","Field of study","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Males","Median age at graduation","Years","308","units","0","v1233937541","3.3.4.2.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937542","3.3.4.2.4","70","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937543","3.3.4.2.5","64","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Females","Number of graduates","Number","223","units","0","v1233937544","3.3.4.3.1","50","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Females","Average age at graduation","Years","308","units","0","v1233937545","3.3.4.3.2","24","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Females","Median age at graduation","Years","308","units","0","v1233937546","3.3.4.3.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937547","3.3.4.3.4","89","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Humanities [3]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937548","3.3.4.3.5","63","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Both sexes","Number of graduates","Number","223","units","0","v1233937549","3.3.5.1.1","190","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Both sexes","Average age at graduation","Years","308","units","0","v1233937550","3.3.5.1.2","25","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Both sexes","Median age at graduation","Years","308","units","0","v1233937551","3.3.5.1.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937552","3.3.5.1.4","71","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937553","3.3.5.1.5","57","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Males","Number of graduates","Number","223","units","0","v1233937554","3.3.5.2.1","40","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Males","Average age at graduation","Years","308","units","0","v1233937555","3.3.5.2.2","26","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Males","Median age at graduation","Years","308","units","0","v1233937556","3.3.5.2.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937557","3.3.5.2.4","61","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937558","3.3.5.2.5","43","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Females","Number of graduates","Number","223","units","0","v1233937559","3.3.5.3.1","150","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Females","Average age at graduation","Years","308","units","0","v1233937560","3.3.5.3.2","24","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Females","Median age at graduation","Years","308","units","0","v1233937561","3.3.5.3.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937562","3.3.5.3.4","74","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Social and behavioural sciences and law [4]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937563","3.3.5.3.5","62","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Both sexes","Number of graduates","Number","223","units","0","v1233937564","3.3.6.1.1","120","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Both sexes","Average age at graduation","Years","308","units","0","v1233937565","3.3.6.1.2","26","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Both sexes","Median age at graduation","Years","308","units","0","v1233937566","3.3.6.1.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937567","3.3.6.1.4","61","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937568","3.3.6.1.5","40","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Males","Number of graduates","Number","223","units","0","v1233937569","3.3.6.2.1","70","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Males","Average age at graduation","Years","308","units","0","v1233937570","3.3.6.2.2","25","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Males","Median age at graduation","Years","308","units","0","v1233937571","3.3.6.2.3","23","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937572","3.3.6.2.4","57","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937573","3.3.6.2.5","36","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Females","Number of graduates","Number","223","units","0","v1233937574","3.3.6.3.1","70","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Females","Average age at graduation","Years","308","units","0","v1233937575","3.3.6.3.2","26","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Females","Median age at graduation","Years","308","units","0","v1233937576","3.3.6.3.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937577","3.3.6.3.4","66","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Business, management and public administration [5]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937578","3.3.6.3.5","43","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Both sexes","Number of graduates","Number","223","units","0","v1233937579","3.3.7.1.1","90","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Both sexes","Average age at graduation","Years","308","units","0","v1233937580","3.3.7.1.2","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Both sexes","Median age at graduation","Years","308","units","0","v1233937581","3.3.7.1.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937582","3.3.7.1.4","90","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937583","3.3.7.1.5","69","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Males","Number of graduates","Number","223","units","0","v1233937584","3.3.7.2.1","40","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Males","Average age at graduation","Years","308","units","0","v1233937585","3.3.7.2.2","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Males","Median age at graduation","Years","308","units","0","v1233937586","3.3.7.2.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937587","3.3.7.2.4","88","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937588","3.3.7.2.5","49","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Females","Number of graduates","Number","223","units","0","v1233937589","3.3.7.3.1","50","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Females","Average age at graduation","Years","308","units","0","v1233937590","3.3.7.3.2","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Females","Median age at graduation","Years","308","units","0","v1233937591","3.3.7.3.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937592","3.3.7.3.4","91","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Physical and life sciences and technologies [6]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937593","3.3.7.3.5","85","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Both sexes","Number of graduates","Number","223","units","0","v1233937594","3.3.8.1.1","20","D","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Both sexes","Average age at graduation","Years","308","units","0","v1233937595","3.3.8.1.2","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Both sexes","Median age at graduation","Years","308","units","0","v1233937596","3.3.8.1.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937597","3.3.8.1.4","100","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937598","3.3.8.1.5","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Males","Number of graduates","Number","223","units","0","v1233937599","3.3.8.2.1","20","D","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Males","Average age at graduation","Years","308","units","0","v1233937600","3.3.8.2.2","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Males","Median age at graduation","Years","308","units","0","v1233937601","3.3.8.2.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937602","3.3.8.2.4","100","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937603","3.3.8.2.5","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Females","Number of graduates","Number","223","units","0","v1233937604","3.3.8.3.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Females","Average age at graduation","Years","308","units","0","v1233937605","3.3.8.3.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Females","Median age at graduation","Years","308","units","0","v1233937606","3.3.8.3.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937607","3.3.8.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Mathematics, computer and information sciences [7]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937608","3.3.8.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Both sexes","Number of graduates","Number","223","units","0","v1233937609","3.3.9.1.1","30","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Both sexes","Average age at graduation","Years","308","units","0","v1233937610","3.3.9.1.2","21","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Both sexes","Median age at graduation","Years","308","units","0","v1233937611","3.3.9.1.3","20","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937612","3.3.9.1.4","88","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937613","3.3.9.1.5","92","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Males","Number of graduates","Number","223","units","0","v1233937614","3.3.9.2.1","20","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Males","Average age at graduation","Years","308","units","0","v1233937615","3.3.9.2.2","20","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Males","Median age at graduation","Years","308","units","0","v1233937616","3.3.9.2.3","20","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937617","3.3.9.2.4","92","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937618","3.3.9.2.5","88","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Females","Number of graduates","Number","223","units","0","v1233937619","3.3.9.3.1","10","E","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Females","Average age at graduation","Years","308","units","0","v1233937620","3.3.9.3.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Females","Median age at graduation","Years","308","units","0","v1233937621","3.3.9.3.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937622","3.3.9.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Architecture, engineering, and related technologies [8]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937623","3.3.9.3.5","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Both sexes","Number of graduates","Number","223","units","0","v1233937624","3.3.10.1.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Both sexes","Average age at graduation","Years","308","units","0","v1233937625","3.3.10.1.2","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Both sexes","Median age at graduation","Years","308","units","0","v1233937626","3.3.10.1.3","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937627","3.3.10.1.4","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937628","3.3.10.1.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Males","Number of graduates","Number","223","units","0","v1233937629","3.3.10.2.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Males","Average age at graduation","Years","308","units","0","v1233937630","3.3.10.2.2","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Males","Median age at graduation","Years","308","units","0","v1233937631","3.3.10.2.3","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937632","3.3.10.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937633","3.3.10.2.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Females","Number of graduates","Number","223","units","0","v1233937634","3.3.10.3.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Females","Average age at graduation","Years","308","units","0","v1233937635","3.3.10.3.2","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Females","Median age at graduation","Years","308","units","0","v1233937636","3.3.10.3.3","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937637","3.3.10.3.4","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Agriculture, natural resources and conservation [9]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937638","3.3.10.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Both sexes","Number of graduates","Number","223","units","0","v1233937639","3.3.11.1.1","100","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Both sexes","Average age at graduation","Years","308","units","0","v1233937640","3.3.11.1.2","24","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Both sexes","Median age at graduation","Years","308","units","0","v1233937641","3.3.11.1.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937642","3.3.11.1.4","68","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937643","3.3.11.1.5","29","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Males","Number of graduates","Number","223","units","0","v1233937644","3.3.11.2.1","10","E","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Males","Average age at graduation","Years","308","units","0","v1233937645","3.3.11.2.2","23","E","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Males","Median age at graduation","Years","308","units","0","v1233937646","3.3.11.2.3","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937647","3.3.11.2.4","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937648","3.3.11.2.5","","x","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Females","Number of graduates","Number","223","units","0","v1233937649","3.3.11.3.1","80","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Females","Average age at graduation","Years","308","units","0","v1233937650","3.3.11.3.2","24","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Females","Median age at graduation","Years","308","units","0","v1233937651","3.3.11.3.3","23","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937652","3.3.11.3.4","65","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Health and related fields [10]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937653","3.3.11.3.5","26","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Both sexes","Number of graduates","Number","223","units","0","v1233937654","3.3.12.1.1","10","E","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Both sexes","Average age at graduation","Years","308","units","0","v1233937655","3.3.12.1.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Both sexes","Median age at graduation","Years","308","units","0","v1233937656","3.3.12.1.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937657","3.3.12.1.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937658","3.3.12.1.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Males","Number of graduates","Number","223","units","0","v1233937659","3.3.12.2.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Males","Average age at graduation","Years","308","units","0","v1233937660","3.3.12.2.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Males","Median age at graduation","Years","308","units","0","v1233937661","3.3.12.2.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937662","3.3.12.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937663","3.3.12.2.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Females","Number of graduates","Number","223","units","0","v1233937664","3.3.12.3.1","10","E","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Females","Average age at graduation","Years","308","units","0","v1233937665","3.3.12.3.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Females","Median age at graduation","Years","308","units","0","v1233937666","3.3.12.3.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937667","3.3.12.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Personal, protective and transportation services [11]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937668","3.3.12.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Both sexes","Number of graduates","Number","223","units","0","v1233937669","3.3.13.1.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Both sexes","Average age at graduation","Years","308","units","0","v1233937670","3.3.13.1.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Both sexes","Median age at graduation","Years","308","units","0","v1233937671","3.3.13.1.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937672","3.3.13.1.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937673","3.3.13.1.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Males","Number of graduates","Number","223","units","0","v1233937674","3.3.13.2.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Males","Average age at graduation","Years","308","units","0","v1233937675","3.3.13.2.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Males","Median age at graduation","Years","308","units","0","v1233937676","3.3.13.2.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937677","3.3.13.2.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937678","3.3.13.2.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Females","Number of graduates","Number","223","units","0","v1233937679","3.3.13.3.1","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Females","Average age at graduation","Years","308","units","0","v1233937680","3.3.13.3.2","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Females","Median age at graduation","Years","308","units","0","v1233937681","3.3.13.3.3","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Females","Under age 25 at graduation","Percent","239","units","0","v1233937682","3.3.13.3.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Other instructional programs [12]","Females","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937683","3.3.13.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Both sexes","Number of graduates","Number","223","units","0","v1233937684","3.3.14.1.1","160","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Both sexes","Average age at graduation","Years","308","units","0","v1233937685","3.3.14.1.2","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Both sexes","Median age at graduation","Years","308","units","0","v1233937686","3.3.14.1.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Both sexes","Under age 25 at graduation","Percent","239","units","0","v1233937687","3.3.14.1.4","92","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Both sexes","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937688","3.3.14.1.5","67","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Males","Number of graduates","Number","223","units","0","v1233937689","3.3.14.2.1","90","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Males","Average age at graduation","Years","308","units","0","v1233937690","3.3.14.2.2","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Males","Median age at graduation","Years","308","units","0","v1233937691","3.3.14.2.3","22","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Males","Under age 25 at graduation","Percent","239","units","0","v1233937692","3.3.14.2.4","93","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Males","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v1233937693","3.3.14.2.5","53","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Females","Number of graduates","Number","223","units","0","v1233937694","3.3.14.3.1","70","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","All fields of study - STEM [a]","Females","Average age at graduation","Years","308","units","0","v1233937695","3.3.14.3.2","22","A","","","0"
